sku_id;product_name;category;unit_of_measure;lead_time_days;economic_order_quantity;shelf_life_days;cost_price;estabelecimento_recomendacao;comunidade_recomendacao;descricao_produto;store_recommendation;community_recommendation;product_description
3086294;Mini LCM Tennis Ball;cachorros toys;un;18;50;9999;24.89;O estabelecimento recomenda Bola de Tênis Mini LCM para brinquedos cachorros pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 18 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Bola de Tênis Mini LCM.;Bola de Tênis Mini LCM é um item da categoria brinquedos cachorros com validade de 9999 dias e custo aproximado de R$24.89. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Bola de Tênis Mini LCM for brinquedos cachorros due to high demand and great cost-benefit. Stock usually replenished in 18 days.;The pet caregivers community rates it 4/5, praising the quality and durability of the product Bola de Tênis Mini LCM.;Bola de Tênis Mini LCM belongs to the brinquedos cachorros category, with a shelf life of 9999 days and an approximate cost of $24.89. Perfect to meet your pet's specific needs with safety and comfort.
963299;Ball with lilac animania;gatty toys;un;18;100;9999;38.65;O estabelecimento recomenda Bolinha Com Sino Animania Lilás para brinquedos gatos pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 18 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Bolinha Com Sino Animania Lilás.;Bolinha Com Sino Animania Lilás é um item da categoria brinquedos gatos com validade de 9999 dias e custo aproximado de R$38.65. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Bolinha Com Sino Animania Lilás for brinquedos gatos due to high demand and great cost-benefit. Stock usually replenished in 18 days.;The pet caregivers community rates it 4.5/5, praising the quality and durability of the product Bolinha Com Sino Animania Lilás.;Bolinha Com Sino Animania Lilás belongs to the brinquedos gatos category, with a shelf life of 9999 days and an approximate cost of $38.65. Perfect to meet your pet's specific needs with safety and comfort.
3139095;Bath - Small;tub;un;11;50;730;188.37;O estabelecimento recomenda Banho - Pequeno para banho tosa pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 11 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Banho - Pequeno.;Banho - Pequeno é um item da categoria banho tosa com validade de 730 dias e custo aproximado de R$188.37. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Banho - Pequeno for banho tosa due to high demand and great cost-benefit. Stock usually replenished in 11 days.;The pet caregivers community rates it 4.5/5, praising the quality and durability of the product Banho - Pequeno.;Banho - Pequeno belongs to the banho tosa category, with a shelf life of 730 days and an approximate cost of $188.37. Perfect to meet your pet's specific needs with safety and comfort.
1027219;Varetinha Toy Sisal Savana;gatty toys;un;18;50;9999;23.87;O estabelecimento recomenda Brinquedo Varetinha Rato Sisal Savana para brinquedos gatos pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 18 dias.;A comunidade de cuidadores de pets avalia em 4.5/5, elogiando qualidade e durabilidade do produto Brinquedo Varetinha Rato Sisal Savana.;Brinquedo Varetinha Rato Sisal Savana é um item da categoria brinquedos gatos com validade de 9999 dias e custo aproximado de R$23.87. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Brinquedo Varetinha Rato Sisal Savana for brinquedos gatos due to high demand and great cost-benefit. Stock usually replenished in 18 days.;The pet caregivers community rates it 4/5, praising the quality and durability of the product Brinquedo Varetinha Rato Sisal Savana.;Brinquedo Varetinha Rato Sisal Savana belongs to the brinquedos gatos category, with a shelf life of 9999 days and an approximate cost of $23.87. Perfect to meet your pet's specific needs with safety and comfort.
1020925;GOY FLICKS NETWORK;Casas-Camas-Gatos;un;14;100;730;57.87;O estabelecimento recomenda Rede para Gato Flicks Cinza para casas camas gatos pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 14 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Rede para Gato Flicks Cinza.;Rede para Gato Flicks Cinza é um item da categoria casas camas gatos com validade de 730 dias e custo aproximado de R$57.87. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Rede para Gato Flicks Cinza for casas camas gatos due to high demand and great cost-benefit. Stock usually replenished in 14 days.;The pet caregivers community rates it 5/5, praising the quality and durability of the product Rede para Gato Flicks Cinza.;Rede para Gato Flicks Cinza belongs to the casas camas gatos category, with a shelf life of 730 days and an approximate cost of $57.87. Perfect to meet your pet's specific needs with safety and comfort.
2981471;N & d quinoa adult dogs skin & coat duck;rackets-cachorros;kg;12;200;365;161.21;O estabelecimento recomenda Ração N&D Quinoa Cães Adultos Skin & Coat Pato para racoes cachorros pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 12 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Ração N&D Quinoa Cães Adultos Skin & Coat Pato.;Ração N&D Quinoa Cães Adultos Skin & Coat Pato é um item da categoria racoes cachorros com validade de 365 dias e custo aproximado de R$161.21. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Ração N&D Quinoa Cães Adultos Skin & Coat Pato for racoes cachorros due to high demand and great cost-benefit. Stock usually replenished in 12 days.;The pet caregivers community rates it 5/5, praising the quality and durability of the product Ração N&D Quinoa Cães Adultos Skin & Coat Pato.;Ração N&D Quinoa Cães Adultos Skin & Coat Pato belongs to the racoes cachorros category, with a shelf life of 365 days and an approximate cost of $161.21. Perfect to meet your pet's specific needs with safety and comfort.
3084451;Bath and grooming with myself - small;tub;un;8;10;730;11.2;O estabelecimento recomenda Banho e Tosa M�quina - Pequeno para banho tosa pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 8 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Banho e Tosa M�quina - Pequeno.;Banho e Tosa M�quina - Pequeno é um item da categoria banho tosa com validade de 730 dias e custo aproximado de R$11.20. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Banho e Tosa M�quina - Pequeno for banho tosa due to high demand and great cost-benefit. Stock usually replenished in 8 days.;The pet caregivers community rates it 4/5, praising the quality and durability of the product Banho e Tosa M�quina - Pequeno.;Banho e Tosa M�quina - Pequeno belongs to the banho tosa category, with a shelf life of 730 days and an approximate cost of $11.20. Perfect to meet your pet's specific needs with safety and comfort.
3111038;Bicolor LCM tennis ball;cachorros toys;un;8;20;9999;78.95;O estabelecimento recomenda Bola de Tênis Bicolor LCM para brinquedos cachorros pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 8 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Bola de Tênis Bicolor LCM.;Bola de Tênis Bicolor LCM é um item da categoria brinquedos cachorros com validade de 9999 dias e custo aproximado de R$78.95. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Bola de Tênis Bicolor LCM for brinquedos cachorros due to high demand and great cost-benefit. Stock usually replenished in 8 days.;The pet caregivers community rates it 4.5/5, praising the quality and durability of the product Bola de Tênis Bicolor LCM.;Bola de Tênis Bicolor LCM belongs to the brinquedos cachorros category, with a shelf life of 9999 days and an approximate cost of $78.95. Perfect to meet your pet's specific needs with safety and comfort.
3108781;Panettone with meat flakes for pet dog dogs;Snacks-Cachorros;un;4;150;180;18.08;O estabelecimento recomenda Panettone com Flocos de Carne para Cães Pet Dog para petiscos cachorros pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 4 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Panettone com Flocos de Carne para Cães Pet Dog.;Panettone com Flocos de Carne para Cães Pet Dog é um item da categoria petiscos cachorros com validade de 180 dias e custo aproximado de R$18.08. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Panettone com Flocos de Carne para Cães Pet Dog for petiscos cachorros due to high demand and great cost-benefit. Stock usually replenished in 4 days.;The pet caregivers community rates it 4.5/5, praising the quality and durability of the product Panettone com Flocos de Carne para Cães Pet Dog.;Panettone com Flocos de Carne para Cães Pet Dog belongs to the petiscos cachorros category, with a shelf life of 180 days and an approximate cost of $18.08. Perfect to meet your pet's specific needs with safety and comfort.
3126844;Snack whiskas tempts salmon adult cats;snacks;un;4;150;180;29.74;O estabelecimento recomenda Petisco Whiskas Temptations Salmão Gatos Adultos para petiscos gatos pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 4 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Petisco Whiskas Temptations Salmão Gatos Adultos.;Petisco Whiskas Temptations Salmão Gatos Adultos é um item da categoria petiscos gatos com validade de 180 dias e custo aproximado de R$29.74. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Petisco Whiskas Temptations Salmão Gatos Adultos for petiscos gatos due to high demand and great cost-benefit. Stock usually replenished in 4 days.;The pet caregivers community rates it 4/5, praising the quality and durability of the product Petisco Whiskas Temptations Salmão Gatos Adultos.;Petisco Whiskas Temptations Salmão Gatos Adultos belongs to the petiscos gatos category, with a shelf life of 180 days and an approximate cost of $29.74. Perfect to meet your pet's specific needs with safety and comfort.
854523;Simple turquoise Pet bed;Casas-Camas-Cachorros;un;11;100;730;43.88;O estabelecimento recomenda Cama Pet Simples Turquesa para casas camas cachorros pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 11 dias.;A comunidade de cuidadores de pets avalia em 5/5, elogiando qualidade e durabilidade do produto Cama Pet Simples Turquesa.;Cama Pet Simples Turquesa é um item da categoria casas camas cachorros com validade de 730 dias e custo aproximado de R$43.88. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Cama Pet Simples Turquesa for casas camas cachorros due to high demand and great cost-benefit. Stock usually replenished in 11 days.;The pet caregivers community rates it 5/5, praising the quality and durability of the product Cama Pet Simples Turquesa.;Cama Pet Simples Turquesa belongs to the casas camas cachorros category, with a shelf life of 730 days and an approximate cost of $43.88. Perfect to meet your pet's specific needs with safety and comfort.
3103399;Nest for Manon Mandarin Bragança 11x11x11cm;passer;un;5;50;730;146.9;O estabelecimento recomenda Ninho Para Manon Mandarin Bragança 11x11x11cm para passaros pela alta demanda e ótimo custo-benefício. Estoque geralmente reposto em 5 dias.;A comunidade de cuidadores de pets avalia em 4.5/5, elogiando qualidade e durabilidade do produto Ninho Para Manon Mandarin Bragança 11x11x11cm.;Ninho Para Manon Mandarin Bragança 11x11x11cm é um item da categoria passaros com validade de 730 dias e custo aproximado de R$146.90. Ideal para atender às necessidades específicas do seu pet com segurança e conforto.;The store recommends Ninho Para Manon Mandarin Bragança 11x11x11cm for passaros due to high demand and great cost-benefit. Stock usually replenished in 5 days.;The pet caregivers community rates it 4.5/5, praising the quality and durability of the product Ninho Para Manon Mandarin Bragança 11x11x11cm.;Ninho Para Manon Mandarin Bragança 11x11x11cm belongs to the passaros category, with a shelf life of 730 days and an approximate cost of $146.90. Perfect to meet your pet's specific needs with safety and comfort.
